"customer_id","recency","frequency","monetary","r_score","f_score","m_score","rfm_score","customer_segment"
13142,5143,"1","307.09",2,4,4,"244","At Risk"
16399,5143,"2","406.77",2,3,4,"234","At Risk"
12702,5143,"1","201.00",2,5,5,"255","At Risk"
13988,5143,"6","4147.96",2,1,1,"211","Lost Customers"
15850,5143,"2","238.85",2,3,5,"235","At Risk"
14477,5143,"4","1309.60",2,2,2,"222","Lost Customers"
13565,5143,"2","240.22",2,3,5,"235","At Risk"
13427,5143,"3","582.60",2,3,3,"233","At Risk"
15906,5143,"7","1567.69",2,1,2,"212","Lost Customers"
17758,5143,"8","3456.70",2,1,1,"211","Lost Customers"
14860,5143,"1","170.32",2,5,5,"255","At Risk"
14664,5143,"2","637.89",2,3,3,"233","At Risk"
15533,5143,"3","807.57",2,3,3,"233","At Risk"
14553,5143,"5","859.27",2,2,3,"223","Lost Customers"
17561,5143,"1","167.62",2,5,5,"255","At Risk"
14359,5143,"3","912.18",2,3,3,"233","At Risk"
16533,5143,"3","1095.56",2,2,2,"222","Lost Customers"
17555,5143,"2","483.26",2,4,4,"244","At Risk"
15426,5143,"5","1447.39",2,2,2,"222","Lost Customers"
14525,5143,"9","4332.20",2,1,1,"211","Lost Customers"
14116,5143,"5","1382.74",2,2,2,"222","Lost Customers"
16710,5143,"10","2483.04",2,1,1,"211","Lost Customers"
14950,5143,"1","371.20",2,4,4,"244","At Risk"
15988,5143,"1","158.03",2,5,5,"255","At Risk"
16464,5143,"3","1314.68",2,2,2,"222","Lost Customers"
16762,5143,"3","1501.38",2,2,2,"222","Lost Customers"
12523,5143,"11","1699.77",2,1,2,"212","Lost Customers"
13118,5143,"5","1197.81",2,2,2,"222","Lost Customers"
14502,5143,"11","2467.63",2,1,1,"211","Lost Customers"
15963,5143,"2","470.76",2,4,4,"244","At Risk"
14159,5143,"11","4690.64",2,1,1,"211","Lost Customers"
12395,5143,"12","2682.63",2,1,1,"211","Lost Customers"
17387,5143,"2","784.11",2,4,3,"243","At Risk"
13200,5143,"4","870.09",2,2,3,"223","Lost Customers"
18127,5143,"3","348.73",2,2,4,"224","Lost Customers"
17738,5143,"4","1879.05",2,2,2,"222","Lost Customers"
17425,5143,"2","759.17",2,4,3,"243","At Risk"
16506,5143,"2","90.30",2,4,5,"245","At Risk"
12540,5143,"17","11580.24",2,1,1,"211","Lost Customers"
16784,5143,"1","107.60",2,5,5,"255","At Risk"
15745,5143,"4","1094.59",2,2,2,"222","Lost Customers"
15044,5143,"17","7700.23",2,1,1,"211","Lost Customers"
15465,5143,"18","7354.62",2,1,1,"211","Lost Customers"
16666,5143,"1","118.98",2,5,5,"255","At Risk"
12778,5143,"6","693.23",2,1,3,"213","Lost Customers"
14881,5143,"1","255.40",2,5,4,"254","At Risk"
14157,5143,"2","432.88",2,3,4,"234","At Risk"
13832,5143,"1","52.20",2,5,5,"255","At Risk"
18110,5143,"1","236.30",2,5,5,"255","At Risk"
18040,5143,"2","357.20",2,3,4,"234","At Risk"
15919,5143,"2","639.89",2,3,3,"233","At Risk"
14052,5143,"1","225.36",2,5,5,"255","At Risk"
13094,5145,"12","1927.32",2,1,2,"212","Lost Customers"
18034,5145,"2","422.88",2,3,4,"234","At Risk"
16350,5145,"4","1116.47",2,2,2,"222","Lost Customers"
12498,5145,"3","349.70",2,2,4,"224","Lost Customers"
12618,5145,"1","137.31",2,5,5,"255","At Risk"
12380,5145,"4","2427.81",2,2,1,"221","Lost Customers"
13941,5145,"5","5112.96",2,2,1,"221","Lost Customers"
17159,5145,"3","1538.88",2,2,2,"222","Lost Customers"
16279,5145,"3","1509.58",2,2,2,"222","Lost Customers"
16945,5145,"19","4345.50",2,1,1,"211","Lost Customers"
17286,5145,"1","153.92",2,5,5,"255","At Risk"
13516,5145,"3","1389.41",2,2,2,"222","Lost Customers"
17621,5145,"3","1379.90",2,2,2,"222","Lost Customers"
16293,5145,"10","2248.99",2,1,1,"211","Lost Customers"
17961,5145,"39","1296.44",2,1,2,"212","Lost Customers"
18061,5145,"10","2119.41",2,1,1,"211","Lost Customers"
15933,5145,"3","1107.46",2,2,2,"222","Lost Customers"
17163,5145,"2","293.10",2,3,4,"234","At Risk"
16511,5145,"3","948.26",2,3,2,"232","At Risk"
17301,5145,"1","197.63",2,5,5,"255","At Risk"
13117,5145,"8","984.91",2,1,2,"212","Lost Customers"
17760,5145,"2","287.59",2,3,4,"234","At Risk"
14641,5145,"1","110.46",2,5,5,"255","At Risk"
13960,5145,"2","230.22",2,3,5,"235","At Risk"
17650,5145,"1","166.08",2,5,5,"255","At Risk"
16924,5145,"3","846.75",2,3,3,"233","At Risk"
12578,5145,"2","2402.51",2,3,1,"231","At Risk"
12427,5145,"3","699.80",2,3,3,"233","At Risk"
14820,5145,"4","507.29",2,2,3,"223","Lost Customers"
13962,5145,"2","169.55",2,3,5,"235","At Risk"
17779,5145,"3","658.57",2,3,3,"233","At Risk"
15494,5145,"2","1299.23",2,3,2,"232","At Risk"
14593,5145,"3","617.99",2,3,3,"233","At Risk"
17888,5145,"8","726.05",2,1,3,"213","Lost Customers"
14903,5145,"5","2810.63",2,2,1,"221","Lost Customers"
14434,5145,"6","1372.80",2,1,2,"212","Lost Customers"
13171,5145,"3","468.41",2,3,4,"234","At Risk"
17904,5145,"1","191.67",2,5,5,"255","At Risk"
16414,5145,"2","126.25",2,3,5,"235","At Risk"
16134,5145,"2","618.09",2,3,3,"233","At Risk"
14793,5145,"1","228.99",2,5,5,"255","At Risk"
14849,5145,"25","7930.54",2,1,1,"211","Lost Customers"
14342,5145,"4","668.56",2,2,3,"223","Lost Customers"
12391,5145,"1","460.89",2,4,4,"244","At Risk"
17063,5145,"7","1461.14",2,1,2,"212","Lost Customers"
15368,5145,"1","446.94",2,4,4,"244","At Risk"
12931,5145,"15","42055.96",2,1,1,"211","Lost Customers"
14285,5145,"4","1910.01",2,2,2,"222","Lost Customers"
12603,5145,"1","613.20",2,4,3,"243","At Risk"
12444,5145,"5","4085.46",2,2,1,"221","Lost Customers"
16463,5145,"4","1422.40",2,2,2,"222","Lost Customers"
15088,5145,"2","1160.07",2,4,2,"242","At Risk"
13880,5145,"13","3219.77",2,1,1,"211","Lost Customers"
15530,5145,"4","1502.35",2,2,2,"222","Lost Customers"
12481,5146,"10","5020.32",2,1,1,"211","Lost Customers"
16656,5146,"15","8625.80",2,1,1,"211","Lost Customers"
17613,5146,"14","4559.15",2,1,1,"211","Lost Customers"
13871,5146,"13","6403.25",2,1,1,"211","Lost Customers"
16186,5146,"12","4006.94",2,1,1,"211","Lost Customers"
12647,5146,"12","3146.82",2,1,1,"211","Lost Customers"
17716,5146,"11","5655.99",2,1,1,"211","Lost Customers"
15529,5146,"11","3992.68",2,1,1,"211","Lost Customers"
12567,5146,"10","8609.28",2,1,1,"211","Lost Customers"
15657,5146,"1","30.00",2,5,5,"255","At Risk"
17799,5146,"10","3055.93",2,1,1,"211","Lost Customers"
16638,5146,"10","1680.72",2,1,2,"212","Lost Customers"
16531,5146,"7","1244.59",2,1,2,"212","Lost Customers"
14112,5146,"7","2915.15",2,1,1,"211","Lost Customers"
12753,5146,"6","21429.39",2,1,1,"211","Lost Customers"
15864,5146,"6","1936.32",2,1,2,"212","Lost Customers"
13138,5146,"6","962.39",2,1,2,"212","Lost Customers"
15811,5146,"6","2218.62",2,1,1,"211","Lost Customers"
16871,5146,"6","2812.34",2,1,1,"211","Lost Customers"
12477,5146,"6","13219.74",2,1,1,"211","Lost Customers"
12445,5146,"1","77.40",2,5,5,"255","At Risk"
15267,5146,"5","1717.36",2,2,2,"222","Lost Customers"
13313,5146,"5","1555.32",2,2,2,"222","Lost Customers"
13160,5146,"1","91.80",2,5,5,"255","At Risk"
18221,5146,"5","1041.61",2,2,2,"222","Lost Customers"
16042,5146,"5","1197.27",2,2,2,"222","Lost Customers"
15081,5146,"5","504.80",2,2,3,"223","Lost Customers"
13815,5146,"4","3667.36",2,2,1,"221","Lost Customers"
16869,5146,"4","825.42",2,2,3,"223","Lost Customers"
15983,5146,"4","1475.02",2,2,2,"222","Lost Customers"
14234,5146,"4","775.46",2,2,3,"223","Lost Customers"
12539,5146,"4","5568.35",2,2,1,"221","Lost Customers"
17828,5146,"4","1165.09",2,2,2,"222","Lost Customers"
12449,5146,"4","3596.29",2,2,1,"221","Lost Customers"
17147,5146,"4","1714.59",2,2,2,"222","Lost Customers"
12610,5146,"4","1747.54",2,2,2,"222","Lost Customers"
12997,5146,"4","1226.89",2,2,2,"222","Lost Customers"
16009,5146,"4","992.71",2,2,2,"222","Lost Customers"
12356,5146,"3","2487.43",2,2,1,"221","Lost Customers"
15435,5146,"1","149.29",2,5,5,"255","At Risk"
13308,5146,"3","1385.51",2,2,2,"222","Lost Customers"
15563,5146,"3","1361.44",2,2,2,"222","Lost Customers"
17095,5146,"3","1324.16",2,2,2,"222","Lost Customers"
15489,5146,"3","1134.28",2,2,2,"222","Lost Customers"
14362,5146,"1","161.20",2,5,5,"255","At Risk"
15506,5146,"3","979.26",2,3,2,"232","At Risk"
14332,5146,"3","866.31",2,3,3,"233","At Risk"
17797,5146,"3","780.43",2,3,3,"233","At Risk"
17461,5146,"3","757.46",2,3,3,"233","At Risk"
14034,5146,"3","651.82",2,3,3,"233","At Risk"
16298,5146,"3","598.20",2,3,3,"233","At Risk"
13828,5146,"1","209.49",2,5,5,"255","At Risk"
17397,5146,"2","696.41",2,3,3,"233","At Risk"
13028,5146,"2","661.32",2,3,3,"233","At Risk"
12406,5146,"2","3415.30",2,3,1,"231","At Risk"
15124,5146,"2","184.19",2,3,5,"235","At Risk"
17330,5146,"2","363.90",2,3,4,"234","At Risk"
14508,5146,"2","276.42",2,3,4,"234","At Risk"
17080,5146,"2","287.62",2,3,4,"234","At Risk"
14416,5146,"2","490.22",2,3,3,"233","At Risk"
15287,5146,"2","486.69",2,3,3,"233","At Risk"
16070,5146,"2","852.15",2,4,3,"243","At Risk"
12847,5146,"1","871.54",2,4,3,"243","At Risk"
17985,5146,"1","634.95",2,4,3,"243","At Risk"
16855,5147,"2","328.40",2,4,4,"244","At Risk"
12910,5147,"8","3075.04",2,1,1,"211","Lost Customers"
16916,5147,"2","576.26",2,3,3,"233","At Risk"
15584,5147,"4","725.11",2,2,3,"223","Lost Customers"
14851,5147,"2","511.35",2,3,3,"233","At Risk"
13575,5147,"5","732.07",2,2,3,"223","Lost Customers"
16809,5147,"5","914.69",2,2,3,"223","Lost Customers"
17377,5147,"20","4100.92",2,1,1,"211","Lost Customers"
16669,5147,"2","1370.47",2,3,2,"232","At Risk"
12991,5147,"2","503.76",2,3,3,"233","At Risk"
18167,5147,"3","1384.86",2,2,2,"222","Lost Customers"
15432,5147,"1","171.19",2,5,5,"255","At Risk"
15051,5147,"3","1391.61",2,2,2,"222","Lost Customers"
16469,5147,"4","650.43",2,2,3,"223","Lost Customers"
13816,5147,"2","499.67",2,3,3,"233","At Risk"
16245,5147,"3","1413.66",2,2,2,"222","Lost Customers"
15900,5147,"1","351.11",2,4,4,"244","At Risk"
17549,5147,"2","148.86",2,3,5,"235","At Risk"
13285,5147,"4","2709.12",2,2,1,"221","Lost Customers"
12626,5147,"9","5954.48",2,1,1,"211","Lost Customers"
13131,5147,"3","1073.30",2,2,2,"222","Lost Customers"
17198,5147,"3","692.22",2,3,3,"233","At Risk"
18246,5147,"2","596.10",2,3,3,"233","At Risk"
16999,5147,"2","484.82",2,3,3,"233","At Risk"
14507,5147,"6","1383.18",2,1,2,"212","Lost Customers"
15805,5147,"17","5528.48",2,1,1,"211","Lost Customers"
14057,5147,"17","6217.96",2,1,1,"211","Lost Customers"
14426,5147,"10","4481.67",2,1,1,"211","Lost Customers"
15110,5147,"4","996.10",2,2,2,"222","Lost Customers"
18075,5147,"10","2611.75",2,1,1,"211","Lost Customers"
13926,5147,"1","223.85",2,5,5,"255","At Risk"
12993,5147,"4","414.76",2,2,4,"224","Lost Customers"
13447,5147,"3","1129.14",2,2,2,"222","Lost Customers"
12640,5147,"3","994.58",2,3,2,"232","At Risk"
14948,5147,"6","1101.97",2,1,2,"212","Lost Customers"
13449,5147,"1","291.88",2,5,4,"254","At Risk"
16085,5147,"5","981.51",2,2,2,"222","Lost Customers"
12500,5147,"11","4059.82",2,1,1,"211","Lost Customers"
18006,5147,"1","444.68",2,4,4,"244","At Risk"
17896,5147,"1","256.32",2,5,4,"254","At Risk"
13939,5147,"3","568.55",2,3,3,"233","At Risk"
18059,5147,"3","306.46",2,2,4,"224","Lost Customers"
14898,5147,"6","1303.52",2,1,2,"212","Lost Customers"
17368,5147,"8","1912.67",2,1,2,"212","Lost Customers"
13894,5147,"3","564.62",2,3,3,"233","At Risk"
16804,5147,"3","536.99",2,3,3,"233","At Risk"
14626,5147,"4","2791.27",2,2,1,"221","Lost Customers"
17680,5147,"1","184.40",2,5,5,"255","At Risk"
13629,5147,"11","7792.36",2,1,1,"211","Lost Customers"
16204,5147,"1","405.71",2,4,4,"244","At Risk"
15269,5147,"1","408.80",2,4,4,"244","At Risk"
16008,5147,"3","478.78",2,3,4,"234","At Risk"
12731,5147,"12","18751.91",2,1,1,"211","Lost Customers"
14286,5147,"3","4628.75",2,3,1,"231","At Risk"
16717,5147,"6","3858.38",2,1,1,"211","Lost Customers"
13500,5147,"3","1166.77",2,2,2,"222","Lost Customers"
15967,5147,"2","418.83",2,3,4,"234","At Risk"
17596,5147,"7","2827.93",2,1,1,"211","Lost Customers"
15556,5148,"1","279.77",2,5,4,"254","At Risk"
18259,5148,"3","2338.60",2,2,1,"221","Lost Customers"
13410,5148,"5","1003.06",2,2,2,"222","Lost Customers"
14714,5148,"1","160.19",2,5,5,"255","At Risk"
16341,5148,"4","1971.87",2,2,2,"222","Lost Customers"
15955,5148,"14","4416.26",2,1,1,"211","Lost Customers"
14715,5148,"4","867.38",2,2,3,"223","Lost Customers"
14725,5148,"1","718.08",2,4,3,"243","At Risk"
15419,5148,"1","135.86",2,5,5,"255","At Risk"
12883,5148,"4","703.47",2,2,3,"223","Lost Customers"
13614,5148,"4","1610.46",2,2,2,"222","Lost Customers"
17564,5148,"3","454.01",2,3,4,"234","At Risk"
15679,5148,"4","781.28",2,2,3,"223","Lost Customers"
13058,5148,"3","271.40",2,2,4,"224","Lost Customers"
15582,5148,"3","682.91",2,3,3,"233","At Risk"
15981,5148,"8","3408.48",2,1,1,"211","Lost Customers"
16557,5148,"2","281.85",2,3,4,"234","At Risk"
15524,5148,"1","440.00",2,4,4,"244","At Risk"
17777,5148,"3","665.86",2,3,3,"233","At Risk"
13846,5148,"3","865.06",2,3,3,"233","At Risk"
17540,5148,"2","578.90",2,3,3,"233","At Risk"
17220,5148,"14","3198.25",2,1,1,"211","Lost Customers"
13455,5148,"2","1058.34",2,4,2,"242","At Risk"
15720,5148,"1","598.73",2,4,3,"243","At Risk"
16240,5148,"2","3718.80",2,4,1,"241","At Risk"
13236,5148,"2","744.85",2,3,3,"233","At Risk"
12415,5148,"20","124564.53",2,1,1,"211","Lost Customers"
18043,5148,"3","559.51",2,3,3,"233","At Risk"
17974,5148,"3","740.79",2,3,3,"233","At Risk"
14544,5148,"2","2024.45",2,3,2,"232","At Risk"
16423,5148,"1","346.12",2,4,4,"244","At Risk"
13735,5148,"4","2885.24",2,2,1,"221","Lost Customers"
17357,5148,"2","388.14",2,4,4,"244","At Risk"
14533,5148,"7","1949.72",2,1,2,"212","Lost Customers"
14666,5148,"1","179.95",2,5,5,"255","At Risk"
14522,5148,"4","974.54",2,2,2,"222","Lost Customers"
12676,5148,"6","1091.39",2,1,2,"212","Lost Customers"
17314,5148,"8","2527.92",2,1,1,"211","Lost Customers"
14853,5148,"2","475.80",2,4,4,"244","At Risk"
18123,5148,"2","589.44",2,3,3,"233","At Risk"
15758,5148,"1","205.25",2,5,5,"255","At Risk"
13632,5148,"5","2121.27",2,2,1,"221","Lost Customers"
12933,5148,"3","607.53",2,3,3,"233","At Risk"
17153,5148,"1","213.78",2,5,5,"255","At Risk"
14640,5148,"6","2125.08",2,1,1,"211","Lost Customers"
13692,5148,"3","1488.32",2,2,2,"222","Lost Customers"
13066,5148,"2","470.80",2,4,4,"244","At Risk"
12890,5148,"1","380.47",2,4,4,"244","At Risk"
18181,5148,"1","382.80",2,4,4,"244","At Risk"
17510,5148,"1","308.48",2,4,4,"244","At Risk"
15058,5149,"11","2124.99",2,1,1,"211","Lost Customers"
17793,5149,"1","323.04",2,4,4,"244","At Risk"
12938,5149,"1","114.14",2,5,5,"255","At Risk"
18117,5149,"1","319.47",2,4,4,"244","At Risk"
15203,5149,"6","1827.80",2,1,2,"212","Lost Customers"
17044,5149,"1","948.48",2,4,2,"242","At Risk"
12374,5149,"1","622.93",2,4,3,"243","At Risk"
16504,5149,"1","484.38",2,4,4,"244","At Risk"
13577,5149,"4","1687.60",2,2,2,"222","Lost Customers"
14680,5149,"16","28754.11",2,1,1,"211","Lost Customers"
15125,5149,"15","11528.48",2,1,1,"211","Lost Customers"
16936,5149,"1","262.68",2,5,4,"254","At Risk"
15291,5149,"14","4623.30",2,1,1,"211","Lost Customers"
15168,5149,"1","106.56",2,5,5,"255","At Risk"
13549,5149,"7","918.20",2,1,3,"213","Lost Customers"
13835,5149,"4","834.57",2,2,3,"223","Lost Customers"
15863,5149,"2","68.84",2,4,5,"245","At Risk"
12689,5149,"2","1139.61",2,4,2,"242","At Risk"
17652,5149,"12","4867.72",2,1,1,"211","Lost Customers"
15532,5149,"4","1571.03",2,2,2,"222","Lost Customers"
16303,5149,"3","5360.63",2,3,1,"231","At Risk"
15781,5149,"3","345.46",2,2,4,"224","Lost Customers"
16478,5149,"3","331.00",2,2,4,"224","Lost Customers"
16207,5149,"1","394.38",2,4,4,"244","At Risk"
14862,5149,"2","841.20",2,4,3,"243","At Risk"
17538,5149,"1","98.42",2,5,5,"255","At Risk"
14953,5149,"1","289.82",2,5,4,"254","At Risk"
14494,5149,"1","139.56",2,5,5,"255","At Risk"
16519,5149,"2","212.98",2,3,5,"235","At Risk"
17663,5149,"7","1802.91",2,1,2,"212","Lost Customers"
15050,5149,"3","1782.09",2,2,2,"222","Lost Customers"
18211,5149,"5","600.07",2,2,3,"223","Lost Customers"
17658,5149,"2","595.42",2,3,3,"233","At Risk"
15660,5149,"9","1600.86",2,1,2,"212","Lost Customers"
18082,5149,"1","703.37",2,4,3,"243","At Risk"
14684,5149,"5","1236.28",2,2,2,"222","Lost Customers"
17081,5149,"2","290.16",2,3,4,"234","At Risk"
18263,5149,"3","1213.16",2,2,2,"222","Lost Customers"
14530,5149,"6","2925.91",2,1,1,"211","Lost Customers"
15681,5149,"5","1426.16",2,2,2,"222","Lost Customers"
14902,5149,"1","332.66",2,4,4,"244","At Risk"
15365,5149,"7","2314.32",2,1,1,"211","Lost Customers"
12428,5149,"8","6405.26",2,1,1,"211","Lost Customers"
15458,5149,"1","161.64",2,5,5,"255","At Risk"
12642,5149,"3","905.26",2,3,3,"233","At Risk"
17235,5149,"2","550.06",2,3,3,"233","At Risk"
15787,5150,"3","948.05",2,3,2,"232","At Risk"
14227,5150,"10","3350.96",2,1,1,"211","Lost Customers"
15411,5150,"4","1358.88",2,2,2,"222","Lost Customers"
13379,5150,"3","572.56",2,3,3,"233","At Risk"
13178,5150,"11","5725.47",2,1,1,"211","Lost Customers"
16560,5150,"2","841.41",2,4,3,"243","At Risk"
15429,5150,"2","397.35",2,3,4,"234","At Risk"
17838,5150,"5","2779.30",2,2,1,"221","Lost Customers"
17041,5150,"3","1081.57",2,2,2,"222","Lost Customers"
14499,5150,"3","815.32",2,3,3,"233","At Risk"
16726,5150,"5","1382.02",2,2,2,"222","Lost Customers"
15449,5150,"3","974.52",2,3,2,"232","At Risk"
13892,5150,"4","632.97",2,2,3,"223","Lost Customers"
13603,5150,"1","164.34",2,5,5,"255","At Risk"
16898,5150,"3","508.81",2,3,3,"233","At Risk"
14487,5150,"6","1196.33",2,1,2,"212","Lost Customers"
12865,5150,"2","1568.23",2,3,2,"232","At Risk"
13984,5150,"5","920.51",2,2,3,"223","Lost Customers"
14784,5150,"2","289.99",2,3,4,"234","At Risk"
16930,5150,"3","380.55",2,2,4,"224","Lost Customers"
15599,5150,"2","761.74",2,4,3,"243","At Risk"
13146,5150,"1","228.91",2,5,5,"255","At Risk"
16416,5150,"3","1051.40",2,3,2,"232","At Risk"
13170,5150,"1","116.01",2,5,5,"255","At Risk"
14661,5150,"1","107.95",2,5,5,"255","At Risk"
14382,5150,"1","626.07",2,4,3,"243","At Risk"
17720,5150,"4","1195.94",2,2,2,"222","Lost Customers"
16720,5150,"1","155.24",2,5,5,"255","At Risk"
16571,5150,"3","1421.69",2,2,2,"222","Lost Customers"
14882,5150,"2","589.70",2,3,3,"233","At Risk"
12508,5150,"2","398.27",2,3,4,"234","At Risk"
17287,5150,"7","1064.11",2,1,2,"212","Lost Customers"
17790,5150,"14","1965.55",2,1,2,"212","Lost Customers"
14044,5150,"4","652.82",2,2,3,"223","Lost Customers"
18069,5150,"5","2036.67",2,2,2,"222","Lost Customers"
13450,5150,"6","2043.72",2,1,1,"211","Lost Customers"
13451,5150,"5","2976.15",2,2,1,"221","Lost Customers"
17211,5150,"8","2317.22",2,1,1,"211","Lost Customers"
12867,5150,"7","4036.82",2,1,1,"211","Lost Customers"
13700,5150,"10","2265.12",2,1,1,"211","Lost Customers"
16433,5152,"1","184.26",2,5,5,"255","At Risk"
12685,5152,"6","2575.08",2,1,1,"211","Lost Customers"
12517,5152,"4","2322.84",2,2,1,"221","Lost Customers"
17088,5152,"4","1991.01",2,2,2,"222","Lost Customers"
17052,5152,"1","413.75",2,4,4,"244","At Risk"
14226,5152,"5","2232.19",2,2,1,"221","Lost Customers"
17295,5152,"3","556.95",2,3,3,"233","At Risk"
13810,5152,"2","827.51",2,4,3,"243","At Risk"
16912,5152,"11","2575.38",2,1,1,"211","Lost Customers"
14789,5152,"1","197.64",2,5,5,"255","At Risk"
14543,5152,"16","3590.68",2,1,1,"211","Lost Customers"
18209,5152,"1","139.10",2,5,5,"255","At Risk"
15557,5152,"1","473.65",2,4,4,"244","At Risk"
14662,5152,"4","771.17",2,2,3,"223","Lost Customers"
17162,5152,"10","1715.46",2,1,2,"212","Lost Customers"
15492,5152,"2","659.46",2,3,3,"233","At Risk"
17015,5152,"3","1842.56",2,2,2,"222","Lost Customers"
17512,5152,"10","2924.99",2,1,1,"211","Lost Customers"
13732,5152,"1","491.86",2,4,3,"243","At Risk"
12600,5152,"10","2311.04",2,1,1,"211","Lost Customers"
16671,5152,"3","1692.27",2,2,2,"222","Lost Customers"
13727,5152,"2","333.48",2,3,4,"234","At Risk"
16386,5152,"2","317.20",2,4,4,"244","At Risk"
17069,5152,"9","2709.70",2,1,1,"211","Lost Customers"
12384,5152,"2","425.27",2,3,4,"234","At Risk"
13557,5152,"2","584.06",2,3,3,"233","At Risk"
12480,5152,"4","2885.63",2,2,1,"221","Lost Customers"
13091,5152,"1","345.82",2,4,4,"244","At Risk"
18014,5152,"1","158.47",2,5,5,"255","At Risk"
17071,5152,"9","2429.03",2,1,1,"211","Lost Customers"
12697,5152,"3","757.59",2,3,3,"233","At Risk"
12691,5152,"5","927.80",2,2,2,"222","Lost Customers"
12589,5152,"2","574.68",2,3,3,"233","At Risk"
17054,5152,"5","1356.33",2,2,2,"222","Lost Customers"
16332,5152,"7","1593.20",2,1,2,"212","Lost Customers"
16460,5152,"3","814.72",2,3,3,"233","At Risk"
13310,5152,"3","1132.03",2,2,2,"222","Lost Customers"
14035,5152,"5","1428.02",2,2,2,"222","Lost Customers"
12712,5152,"13","3928.13",2,1,1,"211","Lost Customers"
15608,5152,"4","1093.68",2,2,2,"222","Lost Customers"
12726,5152,"7","2411.10",2,1,1,"211","Lost Customers"
17191,5152,"7","2095.13",2,1,1,"211","Lost Customers"
15692,5152,"1","191.04",2,5,5,"255","At Risk"
13895,5152,"4","2593.07",2,2,1,"221","Lost Customers"
16628,5153,"5","2188.05",2,2,1,"221","Lost Customers"
15452,5153,"3","538.73",2,3,3,"233","At Risk"
15238,5153,"3","1071.99",2,2,2,"222","Lost Customers"
12659,5153,"1","73.68",2,5,5,"255","At Risk"
16903,5153,"1","373.24",2,4,4,"244","At Risk"
12708,5153,"10","2442.91",2,1,1,"211","Lost Customers"
16743,5153,"7","2238.09",2,1,1,"211","Lost Customers"
17791,5153,"1","106.10",2,5,5,"255","At Risk"
17340,5153,"11","12353.29",2,1,1,"211","Lost Customers"
14712,5153,"3","917.07",2,3,3,"233","At Risk"
17537,5153,"2","897.62",2,4,3,"243","At Risk"
13460,5153,"2","183.44",2,3,5,"235","At Risk"
12538,5153,"1","363.95",2,4,4,"244","At Risk"
17197,5153,"1","1013.01",2,4,2,"242","At Risk"
18125,5153,"4","1142.99",2,2,2,"222","Lost Customers"
14863,5153,"1","266.76",2,5,4,"254","At Risk"
15111,5153,"3","1567.48",2,2,2,"222","Lost Customers"
12617,5153,"1","355.53",2,4,4,"244","At Risk"
14829,5153,"4","697.55",2,2,3,"223","Lost Customers"
18236,5153,"6","882.24",2,1,3,"213","Lost Customers"
12599,5153,"7","888.58",2,1,3,"213","Lost Customers"
17901,5153,"1","110.38",2,5,5,"255","At Risk"
16126,5153,"4","6287.77",2,2,1,"221","Lost Customers"
15289,5153,"3","939.78",2,3,2,"232","At Risk"
13148,5153,"12","3707.12",2,1,1,"211","Lost Customers"
16434,5153,"7","1522.25",2,1,2,"212","Lost Customers"
15184,5153,"2","406.76",2,3,4,"234","At Risk"
13396,5153,"2","1360.99",2,3,2,"232","At Risk"
17521,5153,"3","723.21",2,3,3,"233","At Risk"
17932,5153,"3","1331.57",2,2,2,"222","Lost Customers"
16003,5153,"5","2735.37",2,2,1,"221","Lost Customers"
14944,5153,"12","5900.25",2,1,1,"211","Lost Customers"
17573,5153,"3","380.60",2,2,4,"224","Lost Customers"
15463,5153,"1","126.14",2,5,5,"255","At Risk"
16218,5153,"7","3084.68",2,1,1,"211","Lost Customers"
18135,5153,"5","681.91",2,2,3,"223","Lost Customers"
14064,5153,"5","1353.74",2,2,2,"222","Lost Customers"
17416,5153,"7","6893.42",2,1,1,"211","Lost Customers"
12981,5153,"2","372.22",2,3,4,"234","At Risk"
14466,5153,"7","2272.40",2,1,1,"211","Lost Customers"
13983,5153,"12","2603.43",2,1,1,"211","Lost Customers"
15355,5153,"2","277.05",2,3,4,"234","At Risk"
16907,5153,"5","981.65",2,2,2,"222","Lost Customers"
13817,5153,"2","328.98",2,4,4,"244","At Risk"
14748,5153,"5","1415.75",2,2,2,"222","Lost Customers"
17059,5153,"5","3095.04",2,2,1,"221","Lost Customers"
18217,5153,"2","621.75",2,3,3,"233","At Risk"
16025,5153,"1","439.66",2,4,4,"244","At Risk"
12844,5153,"2","325.96",2,4,4,"244","At Risk"
17109,5153,"6","885.04",2,1,3,"213","Lost Customers"
12541,5153,"3","841.18",2,3,3,"233","At Risk"
17977,5153,"1","288.14",2,5,4,"254","At Risk"
16986,5153,"2","1873.20",2,3,2,"232","At Risk"
13606,5153,"3","280.54",2,2,4,"224","Lost Customers"
16791,5153,"7","1709.03",2,1,2,"212","Lost Customers"
14765,5153,"3","254.11",2,2,4,"224","Lost Customers"
17690,5154,"15","4757.95",2,1,1,"211","Lost Customers"
13384,5154,"7","4151.93",2,1,1,"211","Lost Customers"
16041,5154,"3","3166.40",2,2,1,"221","Lost Customers"
14214,5154,"5","1004.38",2,2,2,"222","Lost Customers"
16880,5154,"7","1519.08",2,1,2,"212","Lost Customers"
17011,5154,"1","270.90",2,5,4,"254","At Risk"
15986,5154,"1","168.12",2,5,5,"255","At Risk"
13804,5154,"7","2635.79",2,1,1,"211","Lost Customers"
